customer_id,region,acquisition_channel,application_date,verification_status,activation_status,activated_date,age_band,product_type,monthly_transactions,monthly_spend,fraud_flag,fraud_amount,complaint_flag,login_days_30,retention_risk
CUST01803,Midwest,Mobile App,2025-08-11,Verified,Activated,2025-08-13,36-45,Savings Account,1,234.34,0,0.0,0,16,Low
CUST01804,Northeast,Paid Media,2025-02-11,Verified,Not Activated,,36-45,Checking Account,3,80.56,0,0.0,0,2,High
CUST01805,West,Mobile App,2025-03-04,Dropped,Not Activated,,36-45,Checking Account,2,113.01,0,0.0,0,5,Medium
CUST01806,Northeast,Website,2025-08-13,Verified,Not Activated,,46-60,Savings Account,1,77.49,0,0.0,0,1,Medium
CUST01807,Northeast,Mobile App,2025-05-09,Verified,Activated,2025-05-13,46-60,Savings Account,27,2701.12,0,0.0,1,20,Low
CUST01808,West,Website,2025-11-04,Verified,Not Activated,,60+,Checking Account,2,126.18,0,0.0,0,1,High
CUST01809,Midwest,Partner Network,2025-08-28,Verified,Not Activated,,36-45,Credit Card,2,144.28,0,0.0,0,2,High
CUST01810,South,Paid Media,2025-11-18,Verified,Not Activated,,26-35,Savings Account,0,123.36,0,0.0,0,3,Low
CUST01811,South,Mobile App,2025-06-20,Dropped,Not Activated,,46-60,Credit Card,0,195.26,0,0.0,0,4,Low
CUST01812,Midwest,Partner Network,2025-11-03,Dropped,Not Activated,,46-60,Credit Card,2,23.09,0,0.0,0,1,High
CUST01813,Northeast,Mobile App,2025-05-12,Dropped,Not Activated,,46-60,Credit Card,2,161.6,0,0.0,0,3,High
CUST01814,South,Mobile App,2025-04-19,Verified,Not Activated,,18-25,Credit Card,0,64.5,0,0.0,0,0,High
CUST01815,South,Mobile App,2025-08-19,Verified,Not Activated,,18-25,Credit Card,2,41.98,0,0.0,0,7,Medium
CUST01816,South,Mobile App,2025-10-03,Verified,Activated,2025-10-11,36-45,Checking Account,3,1831.06,0,0.0,0,10,High
CUST01817,South,Paid Media,2025-12-14,Verified,Not Activated,,36-45,Savings Account,3,193.28,0,0.0,0,0,High
CUST01818,Midwest,Partner Network,2025-11-22,Verified,Not Activated,,36-45,Credit Card,1,146.39,0,0.0,0,6,High
CUST01819,Midwest,Website,2025-11-26,Verified,Activated,2025-11-30,26-35,Savings Account,5,1623.45,1,377.04,0,23,Low
CUST01820,South,Website,2025-02-06,Verified,Not Activated,,18-25,Checking Account,3,32.66,0,0.0,0,2,Medium
CUST01821,South,Branch Referral,2025-02-25,Verified,Activated,2025-02-28,46-60,Savings Account,22,3108.12,0,0.0,0,13,Medium
CUST01822,South,Website,2025-08-24,Verified,Activated,2025-08-26,26-35,Credit Card,14,3722.05,0,0.0,0,28,Medium
CUST01823,West,Website,2025-06-12,Verified,Activated,2025-06-16,26-35,Savings Account,25,2740.08,0,0.0,0,28,Low
CUST01824,Midwest,Website,2025-01-11,Verified,Not Activated,,26-35,Checking Account,3,99.48,0,0.0,0,2,High
CUST01825,South,Partner Network,2025-04-08,Verified,Activated,2025-04-17,26-35,Checking Account,9,1016.84,0,0.0,0,19,Low
CUST01826,South,Website,2025-04-20,Verified,Not Activated,,18-25,Credit Card,1,230.41,0,0.0,0,7,High
CUST01827,Northeast,Mobile App,2025-11-07,Verified,Activated,2025-11-09,46-60,Savings Account,4,704.97,0,0.0,0,16,Medium
CUST01828,Midwest,Branch Referral,2025-07-13,Verified,Not Activated,,18-25,Checking Account,2,119.28,0,0.0,0,0,High
CUST01829,West,Mobile App,2025-12-25,Verified,Activated,2025-12-27,18-25,Savings Account,18,2360.55,0,0.0,0,26,Medium
CUST01830,Northeast,Branch Referral,2025-08-17,Verified,Activated,2025-08-19,26-35,Checking Account,1,1188.44,0,0.0,0,17,High
CUST01831,Northeast,Mobile App,2025-12-27,Verified,Activated,2026-01-05,26-35,Checking Account,8,630.17,0,0.0,0,26,Medium
CUST01832,Midwest,Mobile App,2025-08-30,Verified,Activated,2025-09-09,46-60,Checking Account,13,1310.07,0,0.0,0,24,Low
CUST01833,South,Website,2025-05-30,Verified,Activated,2025-06-01,26-35,Checking Account,21,968.34,0,0.0,0,26,Medium
CUST01834,Midwest,Paid Media,2025-04-26,Verified,Activated,2025-05-02,26-35,Checking Account,12,4498.06,0,0.0,0,19,High
CUST01835,Northeast,Paid Media,2025-05-18,Verified,Activated,2025-05-21,36-45,Credit Card,2,4438.17,0,0.0,0,26,Medium
CUST01836,Northeast,Mobile App,2025-10-15,Verified,Activated,2025-10-16,26-35,Credit Card,16,2461.97,0,0.0,0,25,Medium
CUST01837,South,Partner Network,2025-04-25,Verified,Activated,2025-05-02,46-60,Checking Account,24,4506.45,0,0.0,0,28,Medium
CUST01838,West,Mobile App,2025-03-04,Verified,Activated,2025-03-08,46-60,Savings Account,22,4904.17,0,0.0,0,15,Low
CUST01839,Northeast,Website,2025-08-06,Verified,Not Activated,,18-25,Savings Account,1,109.27,0,0.0,0,5,High
CUST01840,West,Paid Media,2025-07-12,Dropped,Not Activated,,26-35,Savings Account,2,123.25,0,0.0,0,4,High
CUST01841,West,Paid Media,2025-08-07,Verified,Not Activated,,26-35,Savings Account,0,195.16,0,0.0,0,5,Medium
CUST01842,Midwest,Website,2025-09-29,Verified,Not Activated,,46-60,Savings Account,0,126.8,0,0.0,0,5,High
CUST01843,West,Mobile App,2025-08-05,Verified,Activated,2025-08-07,18-25,Checking Account,17,398.8,1,2545.64,0,12,Low
CUST01844,South,Mobile App,2025-01-14,Verified,Not Activated,,36-45,Checking Account,3,147.48,0,0.0,0,0,High
CUST01845,South,Paid Media,2025-12-27,Verified,Activated,2025-12-31,18-25,Credit Card,8,4536.3,0,0.0,0,20,Low
CUST01846,West,Partner Network,2025-06-05,Dropped,Not Activated,,26-35,Savings Account,1,89.42,0,0.0,0,6,Medium
CUST01847,South,Website,2025-04-15,Dropped,Not Activated,,46-60,Checking Account,3,197.5,0,0.0,0,5,Medium
CUST01848,South,Paid Media,2025-09-08,Verified,Not Activated,,26-35,Checking Account,3,51.99,0,0.0,0,2,High
CUST01849,Northeast,Paid Media,2025-11-13,Dropped,Not Activated,,18-25,Checking Account,3,53.69,0,0.0,0,7,Medium
CUST01850,Northeast,Paid Media,2025-10-20,Verified,Activated,2025-10-22,26-35,Credit Card,14,3248.39,1,2285.95,0,18,Medium
CUST01851,Northeast,Mobile App,2025-06-16,Verified,Not Activated,,36-45,Checking Account,3,67.54,0,0.0,0,2,High
CUST01852,Midwest,Mobile App,2025-10-17,Verified,Activated,2025-10-18,36-45,Checking Account,27,1306.12,0,0.0,0,24,Low
CUST01853,Northeast,Branch Referral,2025-12-05,Verified,Activated,2025-12-07,36-45,Checking Account,29,4148.59,0,0.0,0,12,Low
CUST01854,Northeast,Website,2025-02-28,Verified,Activated,2025-03-08,26-35,Credit Card,4,3026.04,0,0.0,0,20,Low
CUST01855,Northeast,Mobile App,2025-07-28,Verified,Activated,2025-08-07,26-35,Checking Account,3,979.62,0,0.0,0,17,Medium
CUST01856,West,Paid Media,2025-05-17,Verified,Activated,2025-05-19,18-25,Savings Account,7,2059.43,0,0.0,0,18,Low
CUST01857,Northeast,Mobile App,2025-04-04,Verified,Activated,2025-04-06,18-25,Checking Account,2,194.85,0,0.0,0,22,Medium
CUST01858,South,Website,2025-08-12,Verified,Activated,2025-08-17,26-35,Checking Account,8,3124.63,0,0.0,0,22,Low
CUST01859,Midwest,Website,2025-11-28,Verified,Activated,2025-12-07,26-35,Checking Account,8,1259.62,0,0.0,0,9,Low
CUST01860,West,Partner Network,2025-05-19,Verified,Activated,2025-05-20,26-35,Checking Account,5,2731.74,0,0.0,0,25,Medium
CUST01861,Midwest,Website,2025-02-19,Verified,Not Activated,,46-60,Checking Account,1,98.42,0,0.0,0,3,High
CUST01862,Northeast,Website,2025-01-08,Dropped,Not Activated,,46-60,Savings Account,0,113.94,0,0.0,0,2,Medium
CUST01863,West,Paid Media,2025-04-11,Verified,Activated,2025-04-21,26-35,Credit Card,14,3757.16,0,0.0,0,11,Medium
CUST01864,Northeast,Website,2025-06-20,Verified,Not Activated,,36-45,Savings Account,0,117.55,0,0.0,0,5,High
CUST01865,South,Mobile App,2025-12-29,Verified,Activated,2026-01-06,26-35,Credit Card,9,631.35,0,0.0,0,10,High
CUST01866,West,Website,2025-08-27,Verified,Not Activated,,36-45,Credit Card,0,28.05,0,0.0,0,7,High
CUST01867,Northeast,Paid Media,2025-02-27,Verified,Not Activated,,18-25,Checking Account,2,120.51,0,0.0,0,7,High
CUST01868,Northeast,Website,2025-04-27,Verified,Activated,2025-05-04,46-60,Credit Card,26,4328.99,0,0.0,0,17,Low
CUST01869,Midwest,Branch Referral,2025-03-11,Verified,Activated,2025-03-12,46-60,Credit Card,4,1054.72,0,0.0,0,18,Medium
CUST01870,Midwest,Website,2025-02-16,Verified,Not Activated,,60+,Credit Card,2,201.2,1,1919.79,0,2,High
CUST01871,Midwest,Paid Media,2025-10-14,Verified,Activated,2025-10-23,26-35,Savings Account,22,3407.19,0,0.0,0,10,Low
CUST01872,Midwest,Website,2025-05-04,Dropped,Not Activated,,60+,Checking Account,2,236.58,0,0.0,0,3,Low
CUST01873,Northeast,Paid Media,2025-01-11,Verified,Not Activated,,18-25,Savings Account,0,183.15,0,0.0,0,4,Low
CUST01874,Midwest,Mobile App,2025-05-20,Verified,Activated,2025-05-23,36-45,Checking Account,19,102.1,0,0.0,0,9,Low
CUST01875,West,Paid Media,2025-04-20,Verified,Activated,2025-04-21,18-25,Credit Card,3,2121.18,0,0.0,1,25,High
CUST01876,West,Mobile App,2025-11-19,Verified,Not Activated,,18-25,Credit Card,0,96.56,0,0.0,0,4,High
CUST01877,Northeast,Mobile App,2025-04-19,Verified,Activated,2025-04-24,26-35,Savings Account,0,4628.75,0,0.0,0,8,Medium
CUST01878,South,Website,2025-11-10,Verified,Activated,2025-11-16,18-25,Checking Account,13,3119.73,0,0.0,0,21,Low
CUST01879,Northeast,Website,2025-10-24,Verified,Not Activated,,36-45,Credit Card,0,202.79,0,0.0,0,5,High
CUST01880,Northeast,Mobile App,2025-06-06,Verified,Not Activated,,60+,Checking Account,1,165.95,0,0.0,0,1,High
CUST01881,Midwest,Mobile App,2025-04-05,Verified,Activated,2025-04-14,26-35,Savings Account,27,1781.87,0,0.0,1,12,Medium
CUST01882,West,Website,2025-12-25,Verified,Not Activated,,26-35,Checking Account,2,9.14,0,0.0,0,0,High
CUST01883,Midwest,Mobile App,2025-07-18,Dropped,Not Activated,,46-60,Checking Account,0,84.41,0,0.0,0,4,High
CUST01884,South,Website,2025-02-12,Dropped,Not Activated,,60+,Savings Account,0,233.42,0,0.0,0,5,High
CUST01885,West,Branch Referral,2025-06-15,Verified,Activated,2025-06-18,36-45,Savings Account,9,454.48,0,0.0,0,24,Medium
CUST01886,South,Website,2025-01-24,Verified,Activated,2025-02-02,26-35,Checking Account,1,2118.74,0,0.0,0,19,Medium
CUST01887,Northeast,Partner Network,2025-10-05,Verified,Not Activated,,46-60,Savings Account,1,180.07,0,0.0,0,2,Medium
CUST01888,South,Website,2025-09-13,Verified,Not Activated,,46-60,Credit Card,3,169.55,0,0.0,0,2,High
CUST01889,South,Branch Referral,2025-04-12,Verified,Activated,2025-04-15,26-35,Savings Account,11,677.31,0,0.0,0,27,Low
CUST01890,South,Website,2025-11-03,Verified,Activated,2025-11-06,26-35,Credit Card,10,2409.53,0,0.0,0,13,Low
CUST01891,South,Mobile App,2025-06-03,Dropped,Not Activated,,26-35,Credit Card,2,38.02,0,0.0,0,4,High
CUST01892,South,Mobile App,2025-09-20,Verified,Activated,2025-09-22,36-45,Checking Account,12,3815.02,0,0.0,0,8,Medium
CUST01893,Midwest,Paid Media,2025-04-10,Verified,Not Activated,,46-60,Credit Card,2,41.62,1,458.73,0,6,High
CUST01894,South,Paid Media,2025-02-10,Dropped,Not Activated,,46-60,Credit Card,0,209.27,0,0.0,0,2,High
CUST01895,Midwest,Mobile App,2025-11-23,Verified,Activated,2025-11-24,18-25,Savings Account,1,4414.88,0,0.0,0,23,Medium
CUST01896,Midwest,Paid Media,2025-06-12,Verified,Activated,2025-06-16,36-45,Savings Account,0,2447.53,0,0.0,0,8,Medium
CUST01897,Northeast,Partner Network,2025-02-05,Verified,Not Activated,,36-45,Checking Account,3,198.21,0,0.0,0,1,Medium
CUST01898,Northeast,Mobile App,2025-04-16,Verified,Activated,2025-04-22,18-25,Checking Account,24,2424.07,0,0.0,0,22,Medium
CUST01899,South,Paid Media,2025-06-19,Verified,Activated,2025-06-23,26-35,Checking Account,17,3866.81,0,0.0,1,24,Medium
CUST01900,West,Paid Media,2025-07-10,Verified,Activated,2025-07-17,36-45,Checking Account,24,1101.47,0,0.0,0,19,Low
CUST01901,Midwest,Paid Media,2025-07-27,Verified,Not Activated,,46-60,Checking Account,3,101.31,0,0.0,0,7,High
CUST01902,Midwest,Mobile App,2025-03-27,Dropped,Not Activated,,18-25,Checking Account,2,191.15,0,0.0,0,1,High
CUST01903,Northeast,Paid Media,2025-09-29,Verified,Not Activated,,46-60,Credit Card,0,109.78,0,0.0,0,3,High
CUST01904,Northeast,Paid Media,2025-10-08,Verified,Not Activated,,26-35,Checking Account,3,11.95,0,0.0,0,2,High
CUST01905,South,Paid Media,2025-07-08,Verified,Not Activated,,26-35,Savings Account,2,98.41,0,0.0,0,3,High
CUST01906,Northeast,Branch Referral,2025-06-26,Verified,Not Activated,,26-35,Savings Account,0,122.31,0,0.0,0,2,Medium
CUST01907,South,Website,2025-12-01,Verified,Activated,2025-12-09,18-25,Credit Card,12,4743.1,0,0.0,1,27,Low
CUST01908,South,Website,2025-06-19,Verified,Activated,2025-06-28,18-25,Checking Account,8,2013.22,0,0.0,1,22,High
CUST01909,South,Paid Media,2025-06-20,Verified,Activated,2025-06-26,26-35,Checking Account,28,1107.38,0,0.0,0,20,Low
CUST01910,Northeast,Website,2025-01-23,Verified,Activated,2025-01-30,46-60,Credit Card,18,155.42,0,0.0,0,17,Low
CUST01911,Northeast,Mobile App,2025-09-13,Verified,Activated,2025-09-15,26-35,Savings Account,11,2665.44,0,0.0,0,12,Low
CUST01912,Northeast,Website,2025-02-04,Verified,Not Activated,,26-35,Checking Account,2,100.72,0,0.0,0,5,High
CUST01913,South,Mobile App,2025-07-03,Verified,Activated,2025-07-06,18-25,Savings Account,20,2746.67,0,0.0,0,14,Low
CUST01914,South,Paid Media,2025-01-24,Dropped,Not Activated,,36-45,Checking Account,2,217.63,0,0.0,0,0,Medium
CUST01915,Midwest,Website,2025-10-23,Verified,Activated,2025-10-29,46-60,Savings Account,23,2217.42,0,0.0,0,15,Medium
CUST01916,Midwest,Mobile App,2025-11-07,Verified,Not Activated,,46-60,Checking Account,1,38.95,0,0.0,0,7,High
CUST01917,Northeast,Paid Media,2025-09-06,Verified,Activated,2025-09-11,36-45,Checking Account,27,1646.09,0,0.0,0,10,Medium
CUST01918,West,Branch Referral,2025-08-19,Verified,Activated,2025-08-21,18-25,Savings Account,29,488.07,0,0.0,0,21,Medium
CUST01919,Midwest,Mobile App,2025-07-29,Verified,Activated,2025-07-30,26-35,Checking Account,14,4799.41,0,0.0,0,17,Low
CUST01920,South,Mobile App,2025-12-08,Verified,Not Activated,,26-35,Credit Card,3,66.0,1,123.08,0,4,High
CUST01921,West,Paid Media,2025-12-14,Verified,Activated,2025-12-19,36-45,Credit Card,1,1132.98,0,0.0,0,16,Medium
CUST01922,Northeast,Branch Referral,2025-11-23,Verified,Activated,2025-11-28,46-60,Checking Account,8,4535.0,0,0.0,0,24,Low
CUST01923,West,Partner Network,2025-07-06,Verified,Activated,2025-07-13,36-45,Checking Account,29,171.0,0,0.0,0,13,Medium
CUST01924,Northeast,Branch Referral,2025-03-01,Dropped,Not Activated,,18-25,Savings Account,2,85.44,0,0.0,0,4,High
CUST01925,South,Website,2025-05-20,Verified,Activated,2025-05-22,18-25,Credit Card,1,4897.27,0,0.0,0,22,Medium
CUST01926,South,Website,2025-05-27,Verified,Not Activated,,26-35,Credit Card,1,73.29,0,0.0,0,7,High
CUST01927,South,Partner Network,2025-09-25,Verified,Not Activated,,26-35,Checking Account,2,123.03,0,0.0,0,1,High
CUST01928,Midwest,Paid Media,2025-06-14,Verified,Activated,2025-06-16,18-25,Checking Account,23,3699.2,0,0.0,0,18,Low
CUST01929,West,Mobile App,2025-12-17,Verified,Not Activated,,36-45,Savings Account,0,171.72,0,0.0,0,5,High
CUST01930,West,Branch Referral,2025-12-26,Verified,Activated,2026-01-02,26-35,Checking Account,20,1986.44,0,0.0,0,17,Medium
CUST01931,West,Partner Network,2025-08-21,Verified,Activated,2025-08-25,18-25,Credit Card,9,3210.58,0,0.0,0,23,High
CUST01932,West,Paid Media,2025-10-23,Verified,Activated,2025-10-29,46-60,Savings Account,13,2200.57,0,0.0,0,29,Low
CUST01933,Northeast,Website,2025-01-24,Verified,Activated,2025-01-27,18-25,Savings Account,13,612.76,0,0.0,0,20,Low
CUST01934,Midwest,Mobile App,2025-07-03,Verified,Activated,2025-07-07,36-45,Savings Account,26,4032.17,0,0.0,0,11,Low
CUST01935,Midwest,Website,2025-05-18,Verified,Not Activated,,26-35,Checking Account,1,183.1,0,0.0,0,1,Low
CUST01936,Northeast,Partner Network,2025-03-04,Verified,Activated,2025-03-07,46-60,Savings Account,10,555.38,0,0.0,0,26,Low
CUST01937,South,Branch Referral,2025-07-15,Verified,Activated,2025-07-20,36-45,Checking Account,2,3464.9,0,0.0,1,18,Medium
CUST01938,South,Branch Referral,2025-01-12,Verified,Activated,2025-01-13,26-35,Checking Account,25,4113.53,0,0.0,0,25,Low
CUST01939,South,Paid Media,2025-11-18,Dropped,Not Activated,,26-35,Savings Account,1,101.39,0,0.0,0,0,High
CUST01940,Midwest,Mobile App,2025-07-26,Verified,Activated,2025-08-01,18-25,Checking Account,12,4592.19,0,0.0,0,10,Low
CUST01941,Northeast,Partner Network,2025-08-30,Verified,Not Activated,,46-60,Checking Account,0,223.98,0,0.0,0,5,Medium
CUST01942,South,Mobile App,2025-05-25,Verified,Activated,2025-06-01,18-25,Credit Card,0,4250.61,0,0.0,0,28,Low
CUST01943,Northeast,Mobile App,2025-11-17,Verified,Activated,2025-11-24,60+,Savings Account,20,4605.28,0,0.0,1,26,Medium
CUST01944,Northeast,Website,2025-10-28,Verified,Activated,2025-11-04,36-45,Savings Account,23,2420.62,0,0.0,0,25,Low
CUST01945,Northeast,Paid Media,2025-06-14,Dropped,Not Activated,,26-35,Checking Account,2,40.64,0,0.0,0,1,High
CUST01946,Northeast,Website,2025-01-20,Verified,Not Activated,,36-45,Savings Account,2,180.27,0,0.0,0,4,High
CUST01947,Midwest,Website,2025-05-21,Dropped,Not Activated,,46-60,Credit Card,1,112.64,0,0.0,0,4,High
CUST01948,South,Paid Media,2025-04-28,Verified,Activated,2025-05-02,26-35,Credit Card,2,300.2,0,0.0,0,13,High
CUST01949,Midwest,Mobile App,2025-06-10,Dropped,Not Activated,,46-60,Credit Card,1,52.45,0,0.0,0,6,Low
CUST01950,Northeast,Website,2025-05-07,Verified,Activated,2025-05-13,46-60,Credit Card,22,2090.96,0,0.0,0,18,Medium
CUST01951,West,Mobile App,2025-02-17,Verified,Activated,2025-02-22,26-35,Checking Account,22,3896.14,0,0.0,0,20,Low
CUST01952,Northeast,Mobile App,2025-01-09,Verified,Activated,2025-01-14,26-35,Savings Account,4,4739.69,0,0.0,0,9,Medium
CUST01953,West,Website,2025-05-13,Verified,Activated,2025-05-20,46-60,Savings Account,9,2133.59,0,0.0,0,19,Medium
CUST01954,South,Branch Referral,2025-10-20,Verified,Activated,2025-10-23,26-35,Checking Account,4,718.7,0,0.0,0,15,Low
CUST01955,West,Mobile App,2025-06-14,Verified,Activated,2025-06-20,46-60,Checking Account,6,4737.56,0,0.0,0,20,Medium
CUST01956,Northeast,Website,2025-10-11,Verified,Activated,2025-10-18,26-35,Savings Account,12,3206.8,0,0.0,0,9,Medium
CUST01957,Northeast,Paid Media,2025-05-12,Verified,Activated,2025-05-13,36-45,Savings Account,19,4607.71,1,1288.4,0,14,Medium
CUST01958,Northeast,Website,2025-11-02,Verified,Activated,2025-11-09,36-45,Credit Card,23,2923.5,0,0.0,0,24,Low
CUST01959,Midwest,Website,2025-05-08,Verified,Not Activated,,26-35,Savings Account,3,114.72,0,0.0,0,1,High
CUST01960,South,Website,2025-11-20,Verified,Activated,2025-11-29,60+,Credit Card,0,2680.54,0,0.0,0,21,High
CUST01961,West,Partner Network,2025-03-22,Dropped,Not Activated,,18-25,Savings Account,1,192.87,0,0.0,0,6,Medium
CUST01962,West,Mobile App,2025-04-05,Dropped,Not Activated,,36-45,Savings Account,3,7.76,0,0.0,0,6,High
CUST01963,West,Website,2025-06-29,Verified,Not Activated,,46-60,Checking Account,2,194.79,0,0.0,0,5,Medium
CUST01964,West,Mobile App,2025-11-04,Verified,Activated,2025-11-08,18-25,Checking Account,26,4376.24,0,0.0,0,18,Low
CUST01965,Midwest,Mobile App,2025-09-06,Verified,Activated,2025-09-12,36-45,Savings Account,28,167.08,0,0.0,0,9,Medium
CUST01966,Northeast,Paid Media,2025-10-04,Verified,Activated,2025-10-12,46-60,Checking Account,12,3234.39,0,0.0,0,12,Low
CUST01967,Northeast,Mobile App,2025-03-05,Verified,Not Activated,,26-35,Savings Account,1,20.96,0,0.0,0,2,Medium
CUST01968,West,Website,2025-01-26,Verified,Activated,2025-01-31,26-35,Credit Card,25,2734.3,0,0.0,0,25,Low
CUST01969,South,Mobile App,2025-12-19,Verified,Activated,2025-12-21,46-60,Checking Account,11,722.06,0,0.0,0,20,Low
CUST01970,South,Website,2025-01-15,Verified,Activated,2025-01-16,60+,Checking Account,24,738.28,0,0.0,0,27,Low
CUST01971,Midwest,Paid Media,2025-05-09,Dropped,Not Activated,,46-60,Savings Account,1,13.63,0,0.0,0,2,High
CUST01972,Northeast,Partner Network,2025-01-05,Verified,Activated,2025-01-06,26-35,Savings Account,5,154.74,0,0.0,1,27,Low
CUST01973,South,Website,2025-08-19,Verified,Not Activated,,60+,Savings Account,2,207.25,0,0.0,0,5,High
CUST01974,Northeast,Website,2025-01-21,Verified,Activated,2025-01-22,26-35,Checking Account,1,1794.97,0,0.0,0,27,Medium
CUST01975,Midwest,Mobile App,2025-01-24,Verified,Activated,2025-02-02,18-25,Credit Card,20,4206.36,0,0.0,0,17,Medium
CUST01976,Northeast,Website,2025-10-11,Verified,Activated,2025-10-12,36-45,Checking Account,19,4447.63,1,3294.78,0,15,Low
CUST01977,Midwest,Branch Referral,2025-10-10,Verified,Not Activated,,46-60,Credit Card,2,98.11,0,0.0,0,7,High
CUST01978,Northeast,Paid Media,2025-01-17,Verified,Activated,2025-01-24,18-25,Savings Account,28,1312.68,0,0.0,1,9,Low
CUST01979,South,Mobile App,2025-06-12,Verified,Activated,2025-06-13,36-45,Credit Card,2,1833.05,0,0.0,0,28,Medium
CUST01980,West,Mobile App,2025-05-01,Verified,Activated,2025-05-09,26-35,Savings Account,18,3055.42,0,0.0,0,25,Medium
CUST01981,Northeast,Website,2025-01-17,Verified,Not Activated,,36-45,Checking Account,0,245.67,0,0.0,0,2,Medium
CUST01982,Midwest,Paid Media,2025-10-24,Verified,Activated,2025-11-02,36-45,Credit Card,20,4634.4,0,0.0,0,29,Low
CUST01983,Midwest,Paid Media,2025-02-01,Dropped,Not Activated,,46-60,Savings Account,0,114.06,0,0.0,0,0,High
CUST01984,Northeast,Paid Media,2025-09-25,Dropped,Not Activated,,18-25,Savings Account,0,59.39,0,0.0,0,0,High
CUST01985,South,Mobile App,2025-12-23,Verified,Activated,2025-12-27,60+,Checking Account,4,2492.06,0,0.0,0,14,Medium
CUST01986,Northeast,Mobile App,2025-09-17,Verified,Activated,2025-09-22,26-35,Savings Account,21,3019.81,0,0.0,0,21,Low
CUST01987,Midwest,Paid Media,2025-08-03,Verified,Activated,2025-08-13,36-45,Checking Account,8,2260.41,0,0.0,0,27,Medium
CUST01988,Northeast,Paid Media,2025-02-03,Verified,Not Activated,,60+,Checking Account,0,200.38,0,0.0,0,1,High
CUST01989,South,Website,2025-02-20,Verified,Activated,2025-02-21,46-60,Savings Account,18,4861.8,0,0.0,0,9,Medium
CUST01990,Midwest,Paid Media,2025-01-23,Dropped,Not Activated,,18-25,Checking Account,1,118.69,0,0.0,0,0,High
CUST01991,South,Branch Referral,2025-09-28,Verified,Activated,2025-10-07,46-60,Savings Account,3,2559.64,1,958.23,0,14,Medium
CUST01992,South,Mobile App,2025-02-18,Verified,Activated,2025-02-19,26-35,Checking Account,3,249.92,0,0.0,0,22,Medium
CUST01993,Midwest,Paid Media,2025-12-17,Verified,Activated,2025-12-23,60+,Checking Account,16,3022.98,0,0.0,0,14,Low
CUST01994,South,Partner Network,2025-09-08,Verified,Not Activated,,46-60,Savings Account,2,185.12,0,0.0,0,7,High
CUST01995,Northeast,Mobile App,2025-08-07,Verified,Not Activated,,36-45,Savings Account,1,20.01,0,0.0,0,0,High
CUST01996,West,Mobile App,2025-06-02,Verified,Activated,2025-06-10,46-60,Savings Account,28,4288.98,1,3431.14,0,20,Low
CUST01997,Midwest,Mobile App,2025-02-25,Verified,Activated,2025-03-02,18-25,Credit Card,21,4317.91,0,0.0,0,20,Low
CUST01998,Midwest,Website,2025-01-10,Verified,Activated,2025-01-18,60+,Checking Account,23,268.81,0,0.0,0,17,Medium
CUST01999,Midwest,Mobile App,2025-07-11,Dropped,Not Activated,,36-45,Savings Account,2,168.3,0,0.0,0,2,Medium
CUST02000,West,Mobile App,2025-03-12,Verified,Activated,2025-03-18,26-35,Checking Account,28,1722.96,0,0.0,0,20,Medium
CUST02001,South,Mobile App,2025-06-01,Verified,Activated,2025-06-04,36-45,Checking Account,19,1894.59,0,0.0,0,12,Low
CUST02002,Northeast,Paid Media,2025-07-29,Dropped,Not Activated,,18-25,Savings Account,1,87.59,0,0.0,0,6,Medium
CUST02003,Northeast,Paid Media,2025-03-30,Verified,Not Activated,,36-45,Savings Account,0,75.37,0,0.0,0,3,High
CUST02004,Northeast,Mobile App,2025-03-15,Verified,Not Activated,,26-35,Savings Account,0,101.25,0,0.0,0,3,Medium
CUST02005,Northeast,Paid Media,2025-04-28,Verified,Activated,2025-04-29,26-35,Credit Card,7,1727.96,0,0.0,0,22,Medium
CUST02006,Northeast,Partner Network,2025-12-16,Dropped,Not Activated,,36-45,Checking Account,3,15.37,0,0.0,0,3,Medium
CUST02007,South,Mobile App,2025-07-21,Verified,Activated,2025-07-22,46-60,Savings Account,12,4611.1,0,0.0,0,28,Low
CUST02008,Northeast,Mobile App,2025-05-10,Verified,Activated,2025-05-20,36-45,Savings Account,21,255.93,0,0.0,0,12,Medium
CUST02009,South,Partner Network,2025-08-06,Verified,Activated,2025-08-12,18-25,Savings Account,16,106.92,0,0.0,0,25,Low
CUST02010,Northeast,Mobile App,2025-07-19,Verified,Activated,2025-07-22,18-25,Checking Account,10,1740.4,0,0.0,0,14,High
CUST02011,Northeast,Paid Media,2025-01-30,Verified,Activated,2025-02-01,26-35,Savings Account,22,1376.85,0,0.0,0,14,Low
CUST02012,Midwest,Mobile App,2025-08-04,Verified,Activated,2025-08-13,36-45,Credit Card,11,328.61,0,0.0,0,28,Low
CUST02013,South,Website,2025-03-30,Verified,Activated,2025-04-09,46-60,Checking Account,22,2464.68,0,0.0,0,15,Low
CUST02014,Midwest,Mobile App,2025-02-09,Verified,Activated,2025-02-15,26-35,Checking Account,9,2227.2,1,1466.06,0,20,Medium
CUST02015,West,Mobile App,2025-06-20,Verified,Not Activated,,46-60,Checking Account,2,181.06,0,0.0,0,5,High
CUST02016,South,Partner Network,2025-07-08,Dropped,Not Activated,,26-35,Savings Account,2,204.3,0,0.0,0,5,Medium
